snapshot_time_utc,snapshot_run_id,chain,trade_size_usd,direction,in_token_symbol,in_token_address,in_token_decimals,out_token_symbol,out_token_address,out_token_decimals,estimated_in_token_price_usd,price_source,amount_decimals,input_amount_decimals,input_amount_raw,quoted_out_amount_raw,quoted_out_amount_decimals,quoted_out_value_usd,quoted_out_value_source,execution_cost_usd,execution_cost_bps,execution_cost_pct,openocean_price_impact,estimated_gas,gas_price,route_summary,dexes_used,quote_success,error_message,request_url,response_status_code,in_token_decimals_source,out_token_decimals_source
2026-05-13T16:36:32Z,20260513_163515,optimism,50000,actual_trade_path,EURC,0xdcb612005417dc906ff72c87df732e5a90d49e11,6,eBTC,0x657e8c867d8b37dcc18fa4caead9c45eb088c642,8,1.172653,openocean_1_unit_quote:outToken.volume,42638359344,42638.359344,42638359344,62093765,0.62093765,48665.11279790537,outToken.volume,1334.88720209463,266.977440418926,0.0266977440418926,-2.67%,729410.0,1000387,"3 dex route(s): VelodromeSlipstreamNew, UniswapV3, UniswapV4","VelodromeSlipstreamNew, UniswapV3, UniswapV4",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0xdcb612005417dc906ff72c87df732e5a90d49e11&outTokenAddress=0x657e8c867d8b37dcc18fa4caead9c45eb088c642&amountDecimals=42638359344&gasPriceDecimals=1000387,200.0,manual_config_known,manual_config_unconfirmed
2026-05-13T16:36:34Z,20260513_163515,optimism,100000,actual_trade_path,EURC,0xdcb612005417dc906ff72c87df732e5a90d49e11,6,eBTC,0x657e8c867d8b37dcc18fa4caead9c45eb088c642,8,1.172653,openocean_1_unit_quote:outToken.volume,85276718688,85276.718688,85276718688,113039778,1.13039778,88593.332148891,outToken.volume,11406.667851109,1140.6667851109,0.11406667851109,-11.41%,729678.0,1000387,"3 dex route(s): VelodromeSlipstreamNew, UniswapV3, UniswapV4","VelodromeSlipstreamNew, UniswapV3, UniswapV4",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0xdcb612005417dc906ff72c87df732e5a90d49e11&outTokenAddress=0x657e8c867d8b37dcc18fa4caead9c45eb088c642&amountDecimals=85276718688&gasPriceDecimals=1000387,200.0,manual_config_known,manual_config_unconfirmed
2026-05-13T16:36:36Z,20260513_163515,optimism,150000,actual_trade_path,EURC,0xdcb612005417dc906ff72c87df732e5a90d49e11,6,eBTC,0x657e8c867d8b37dcc18fa4caead9c45eb088c642,8,1.172653,openocean_1_unit_quote:outToken.volume,127915078032,127915.078032,127915078032,113039778,1.13039778,88593.332148891,outToken.volume,61406.667851109,4093.7778567406,0.40937778567406,-40.94%,730979.0,1000387,"3 dex route(s): VelodromeSlipstreamNew, UniswapV3, UniswapV4","VelodromeSlipstreamNew, UniswapV3, UniswapV4",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0xdcb612005417dc906ff72c87df732e5a90d49e11&outTokenAddress=0x657e8c867d8b37dcc18fa4caead9c45eb088c642&amountDecimals=127915078032&gasPriceDecimals=1000387,200.0,manual_config_known,manual_config_unconfirmed
2026-05-13T16:36:38Z,20260513_163515,optimism,200000,actual_trade_path,EURC,0xdcb612005417dc906ff72c87df732e5a90d49e11,6,eBTC,0x657e8c867d8b37dcc18fa4caead9c45eb088c642,8,1.172653,openocean_1_unit_quote:outToken.volume,170553437376,170553.437376,170553437376,113039778,1.13039778,88593.332148891,outToken.volume,111406.667851109,5570.33339255545,0.557033339255545,-55.71%,730091.0,1000387,"3 dex route(s): VelodromeSlipstreamNew, UniswapV3, UniswapV4","VelodromeSlipstreamNew, UniswapV3, UniswapV4",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0xdcb612005417dc906ff72c87df732e5a90d49e11&outTokenAddress=0x657e8c867d8b37dcc18fa4caead9c45eb088c642&amountDecimals=170553437376&gasPriceDecimals=1000387,200.0,manual_config_known,manual_config_unconfirmed
2026-05-13T16:36:40Z,20260513_163515,optimism,25000,actual_trade_path,WETH,0x4200000000000000000000000000000000000006,18,EURC,0xdcb612005417dc906ff72c87df732e5a90d49e11,6,2250.88507,openocean_1_unit_quote:outToken.volume,11106742113669979604,11.10674211366998,11106742113669979604,21158101949,21158.101949,24811.111724800696,outToken.volume,188.888275199304,75.5553100797216,0.0075555310079721,-0.64%,370499.0,1000387,"2 dex route(s): UniswapV3, VelodromeSlipstreamNew","UniswapV3, VelodromeSlipstreamNew",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0x4200000000000000000000000000000000000006&outTokenAddress=0xdcb612005417dc906ff72c87df732e5a90d49e11&amountDecimals=11106742113669979604&gasPriceDecimals=1000387,200.0,openocean_tokenList,manual_config_known
2026-05-13T16:36:42Z,20260513_163515,optimism,50000,actual_trade_path,WETH,0x4200000000000000000000000000000000000006,18,EURC,0xdcb612005417dc906ff72c87df732e5a90d49e11,6,2250.88507,openocean_1_unit_quote:outToken.volume,22213484227339959209,22.21348422733996,22213484227339959209,31954375107,31954.375107,37471.39383234887,outToken.volume,12528.60616765113,2505.721233530226,0.2505721233530226,-24.97%,489790.0,1000387,"2 dex route(s): UniswapV3, VelodromeSlipstreamNew","UniswapV3, VelodromeSlipstreamNew",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0x4200000000000000000000000000000000000006&outTokenAddress=0xdcb612005417dc906ff72c87df732e5a90d49e11&amountDecimals=22213484227339959209&gasPriceDecimals=1000387,200.0,openocean_tokenList,manual_config_known
2026-05-13T16:36:46Z,20260513_163515,optimism,100000,actual_trade_path,WETH,0x4200000000000000000000000000000000000006,18,EURC,0xdcb612005417dc906ff72c87df732e5a90d49e11,6,2250.88507,openocean_1_unit_quote:outToken.volume,44426968454679918419,44.42696845467992,44426968454679918419,31954375107,31954.375107,37471.39383234887,outToken.volume,62528.60616765113,6252.860616765113,0.6252860616765114,-62.49%,370113.0,1000387,"2 dex route(s): UniswapV3, VelodromeSlipstreamNew","UniswapV3, VelodromeSlipstreamNew",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0x4200000000000000000000000000000000000006&outTokenAddress=0xdcb612005417dc906ff72c87df732e5a90d49e11&amountDecimals=44426968454679918419&gasPriceDecimals=1000387,200.0,openocean_tokenList,manual_config_known
2026-05-13T16:36:47Z,20260513_163515,optimism,150000,actual_trade_path,WETH,0x4200000000000000000000000000000000000006,18,EURC,0xdcb612005417dc906ff72c87df732e5a90d49e11,6,2250.88507,openocean_1_unit_quote:outToken.volume,66640452682019877629,66.64045268201988,66640452682019877629,31954375107,31954.375107,37471.39383234887,outToken.volume,112528.60616765112,7501.907077843408,0.7501907077843408,-74.99%,489508.0,1000387,"2 dex route(s): UniswapV3, VelodromeSlipstreamNew","UniswapV3, VelodromeSlipstreamNew",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0x4200000000000000000000000000000000000006&outTokenAddress=0xdcb612005417dc906ff72c87df732e5a90d49e11&amountDecimals=66640452682019877629&gasPriceDecimals=1000387,200.0,openocean_tokenList,manual_config_known
2026-05-13T16:36:49Z,20260513_163515,optimism,200000,actual_trade_path,WETH,0x4200000000000000000000000000000000000006,18,EURC,0xdcb612005417dc906ff72c87df732e5a90d49e11,6,2250.88507,openocean_1_unit_quote:outToken.volume,88853936909359836839,88.85393690935983,88853936909359836839,31954375107,31954.375107,37471.39383234887,outToken.volume,162528.60616765113,8126.430308382557,0.8126430308382556,-81.25%,490522.0,1000387,"2 dex route(s): UniswapV3, VelodromeSlipstreamNew","UniswapV3, VelodromeSlipstreamNew",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0x4200000000000000000000000000000000000006&outTokenAddress=0xdcb612005417dc906ff72c87df732e5a90d49e11&amountDecimals=88853936909359836839&gasPriceDecimals=1000387,200.0,openocean_tokenList,manual_config_known
2026-05-13T16:36:51Z,20260513_163515,optimism,25000,actual_trade_path,USDT,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,6,ETHFI,0xe0080d2f853ecddbd81a643dc10da075df26fd3f,18,1.000892,openocean_1_unit_quote:outToken.volume,24977719873,24977.719873,24977719873,47224176697976811079379,47224.17669797681,20933.249701618974,outToken.volume,4066.750298381026,1626.7001193524104,0.162670011935241,-16.15%,869859.0,1000387,"4 dex route(s): VelodromeSlipstreamNew, UniswapV3, UniswapV4, VelodromeV2","VelodromeSlipstreamNew, UniswapV3, UniswapV4, VelodromeV2",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0x94b008aa00579c1307b0ef2c499ad98a8ce58e58&outTokenAddress=0xe0080d2f853ecddbd81a643dc10da075df26fd3f&amountDecimals=24977719873&gasPriceDecimals=1000387,200.0,openocean_tokenList,openocean_tokenList
